SC_backup,BackupCat,backupDescrip
1420068,"CABLE,POWER,ELECTRICAL","0.6/1 KV;6 SQ MM;HARD DRAWN;COPPER CONDUCTOR;2 CORE;BLACK XLPE INSULATED CABLE;SUPPLIED ON 400 M DRUMS,RIB DETAIL ;METRE MARKED;TO AS3560 FIGURE 1;"
1542919,"WIRE,ELECTRICAL","BUILDING;COPPER,ANNEALED;6.0 SQ MM; 7/1.04 MM;0.6/1 KV;PVC INSULATED; GREEN/YELLOW;100 M DRUM SIZE;WEIGHT 8.29 KG;"
1542919,"WIRE,ELECTRICAL","BUILDING;COPPER,ANNEALED;6.0 SQ MM; 7/1.04 MM;0.6/1 KV;PVC INSULATED; GREEN/YELLOW;100 M DRUM SIZE;WEIGHT 8.29 KG;"
1542919,"WIRE,ELECTRICAL","BUILDING;COPPER,ANNEALED;6.0 SQ MM; 7/1.04 MM;0.6/1 KV;PVC INSULATED; GREEN/YELLOW;100 M DRUM SIZE;WEIGHT 8.29 KG;"
2401190,"CABLE,POWER,ELECTRICAL","0.6/1kV, 1C x 50mm2 (19/1.78) Annealed Cu/XLPE (X-90UV) Insulated, Black, Metre Marked, 250m Wood Drum, JTS 03-01-08 "
2401190,"CABLE,POWER,ELECTRICAL","0.6/1kV, 1C x 50mm2 (19/1.78) Annealed Cu/XLPE (X-90UV) Insulated, Black, Metre Marked, 250m Wood Drum, JTS 03-01-08 "
2401190,"CABLE,POWER,ELECTRICAL","0.6/1kV, 1C x 50mm2 (19/1.78) Annealed Cu/XLPE (X-90UV) Insulated, Black, Metre Marked, 250m Wood Drum, JTS 03-01-08 "
2400228,"WIRE,ELECTRICAL","AERIAL;BARE COPPER,HARD DRAWN;7/2.75 MM; 250 M DRUM SIZE,DRUM WEIGHT 105 KG;  "
2400228,"WIRE,ELECTRICAL","AERIAL;BARE COPPER,HARD DRAWN;7/2.75 MM; 250 M DRUM SIZE,DRUM WEIGHT 105 KG;  "
2400228,"WIRE,ELECTRICAL","AERIAL;BARE COPPER,HARD DRAWN;7/2.75 MM; 250 M DRUM SIZE,DRUM WEIGHT 105 KG;  "
2401127,"CABLE,POWER,ELECTRICAL","0.6/1kV, 1C x 120mm2 (37/2.03) Cu/PVC (V-90) Insulated, Green/Yellow, 250m Wood Drum, JTS 03-01-08 "
2401127,"CABLE,POWER,ELECTRICAL","0.6/1kV, 1C x 120mm2 (37/2.03) Cu/PVC (V-90) Insulated, Green/Yellow, 250m Wood Drum, JTS 03-01-08 "
2401127,"CABLE,POWER,ELECTRICAL","0.6/1kV, 1C x 120mm2 (37/2.03) Cu/PVC (V-90) Insulated, Green/Yellow, 250m Wood Drum, JTS 03-01-08 "
2401127,"CABLE,POWER,ELECTRICAL","0.6/1kV, 1C x 120mm2 (37/2.03) Cu/PVC (V-90) Insulated, Green/Yellow, 250m Wood Drum, JTS 03-01-08 "
2401127,"CABLE,POWER,ELECTRICAL","0.6/1kV, 1C x 120mm2 (37/2.03) Cu/PVC (V-90) Insulated, Green/Yellow, 250m Wood Drum, JTS 03-01-08 "
2401437,"WIRE,ELECTRICAL","AERIAL;BARE COPPER,HARD DRAWN;7/2.00 MM; 500 M DRUM SIZE,DRUM WEIGHT 123  KG;  "
2401437,"WIRE,ELECTRICAL","AERIAL;BARE COPPER,HARD DRAWN;7/2.00 MM; 500 M DRUM SIZE,DRUM WEIGHT 123  KG;  "
2401437,"WIRE,ELECTRICAL","AERIAL;BARE COPPER,HARD DRAWN;7/2.00 MM; 500 M DRUM SIZE,DRUM WEIGHT 123  KG;  "
2403845,"WIRE,NONELECTRICAL","99% MIN ALUMINIUM;ANNEALED,BRIGHT FINISH ;RD SHAPE;4 MM DIA;10 KG COIL APPROX,  "
2403845,"WIRE,NONELECTRICAL","99% MIN ALUMINIUM;ANNEALED,BRIGHT FINISH ;RD SHAPE;4 MM DIA;10 KG COIL APPROX,  "
2403845,"WIRE,NONELECTRICAL","99% MIN ALUMINIUM;ANNEALED,BRIGHT FINISH ;RD SHAPE;4 MM DIA;10 KG COIL APPROX,  "
2403845,"WIRE,NONELECTRICAL","99% MIN ALUMINIUM;ANNEALED,BRIGHT FINISH ;RD SHAPE;4 MM DIA;10 KG COIL APPROX,  "
2403845,"WIRE,NONELECTRICAL","99% MIN ALUMINIUM;ANNEALED,BRIGHT FINISH ;RD SHAPE;4 MM DIA;10 KG COIL APPROX,  "
2425874,"WIRE,ELECTRICAL","BUILDING;COPPER,ANNEALED;70 SQ MM; 19/2.14 MM;0.6/1 KV;PVC INSULATED; GREEN/YELLOW;100 M DRUM,DRUM WEIGHT 70.27 KG;"
2425874,"WIRE,ELECTRICAL","BUILDING;COPPER,ANNEALED;70 SQ MM; 19/2.14 MM;0.6/1 KV;PVC INSULATED; GREEN/YELLOW;100 M DRUM,DRUM WEIGHT 70.27 KG;"
1420051,"CABLE,POWER,ELECTRICAL","0.6/1 KV;25 SQ MM,(7 STRAND);COMPACTED ALUM;4 CORE;BLACK XLPE;AERIAL BUNDLE CABLE;AS3560;200 M DRUM SIZE, DRUM WEIGHT 80 KG,PALLETS OF 8;"
1420051,"CABLE,POWER,ELECTRICAL","0.6/1 KV;25 SQ MM,(7 STRAND);COMPACTED ALUM;4 CORE;BLACK XLPE;AERIAL BUNDLE CABLE;AS3560;200 M DRUM SIZE, DRUM WEIGHT 80 KG,PALLETS OF 8;"
491669,"WIRE,NONELECTRICAL","Copper, Annealed, 2.64mm DIA, 10 KG Coil Approx, 50 Coils per pallet;  "
491669,"WIRE,NONELECTRICAL","Copper, Annealed, 2.64mm DIA, 10 KG Coil Approx, 50 Coils per pallet;  "
491669,"WIRE,NONELECTRICAL","Copper, Annealed, 2.64mm DIA, 10 KG Coil Approx, 50 Coils per pallet;  "
491669,"WIRE,NONELECTRICAL","Copper, Annealed, 2.64mm DIA, 10 KG Coil Approx, 50 Coils per pallet;  "
2406979,"WASHER,FLAT","Round, M6, 12.5 x 1.2mm, S/Steel Gde 316 (P100)  "
2406979,"WASHER,FLAT","Round, M6, 12.5 x 1.2mm, S/Steel Gde 316 (P100)  "
2400094,"NUT,PLAIN,HEXAGON","BRASS;STD;1/4 IN;BSW;BOX OF 100,PACK WEIGHT 0.3 KG;  "
104618,"BLADE,CABLE STRIPPER",suit Cable Outer Sheath IR Cutter   
2428761,"CLAMP,LIVE LINE.",SMALL WOODEN SIZE BLANKET;USED BY LIVE LINE;PACK OF 1;  
2428761,"CLAMP,LIVE LINE.",SMALL WOODEN SIZE BLANKET;USED BY LIVE LINE;PACK OF 1;  
2407086,"TAPE,BARRICADE","NON ADHESIVE;ASBESTOS BARRIER TAPE; YELLOW;75 MM W;300 M LG;LABELLED- DANGER ASBESTOS DUST HAZARD; PACK OF 1,PACK WEIGHT 0.3 KG;"
2434835,"DETECTOR,VOLTAGE","Tester Proximity Volt Stick, Blue, 50V, Visual/Audible, Non-contact, Min of Cat III "
2434835,"DETECTOR,VOLTAGE","Tester Proximity Volt Stick, Blue, 50V, Visual/Audible, Non-contact, Min of Cat III "
2434835,"DETECTOR,VOLTAGE","Tester Proximity Volt Stick, Blue, 50V, Visual/Audible, Non-contact, Min of Cat III "
2434835,"DETECTOR,VOLTAGE","Tester Proximity Volt Stick, Blue, 50V, Visual/Audible, Non-contact, Min of Cat III "
2434835,"DETECTOR,VOLTAGE","Tester Proximity Volt Stick, Blue, 50V, Visual/Audible, Non-contact, Min of Cat III "
2434835,"DETECTOR,VOLTAGE","Tester Proximity Volt Stick, Blue, 50V, Visual/Audible, Non-contact, Min of Cat III "
2459170,LUBRICANT,CRC CO CONTACT CLEANER SPRAY CAN; NECESSARY FOR CLEANING ELECTRICAL PARTS; 350g CAN 
2459170,LUBRICANT,CRC CO CONTACT CLEANER SPRAY CAN; NECESSARY FOR CLEANING ELECTRICAL PARTS; 350g CAN 
2459873,"PATCH LEAD,FIBRE OPTIC",INDOOR OPTICAL PATCH LEAD;SINGLE MODE; DUPLEX;1M LONG;2 X LC CONNECTOR TERMINATED AT EACH END; 
1811169,"BRUSH,WIRE,SCRATCH","SB Type, S/Steel 12mm Lg Exposed, Cylindrical 60mm Dia, Plastic Body, Blue, 140mm Lg, for Al Based Conductors, Pack of 5"
1811169,"BRUSH,WIRE,SCRATCH","SB Type, S/Steel 12mm Lg Exposed, Cylindrical 60mm Dia, Plastic Body, Blue, 140mm Lg, for Al Based Conductors, Pack of 5"
1811169,"BRUSH,WIRE,SCRATCH","SB Type, S/Steel 12mm Lg Exposed, Cylindrical 60mm Dia, Plastic Body, Blue, 140mm Lg, for Al Based Conductors, Pack of 5"
105028,"BIT,CENTRE","1-3/4"" Hex Drive, Extra Long Type, suit Post Hole Digger; comes with 2 x Nuts & Bolts "
104384,"DIE,CRIMPING TOOL","STEEL;HEX;20 MM AF;TO SUIT 185 SQ MM COPPER COMPRESSION LUGS;U/W UTILUX COMPRESSION TOOL NO.38A OR EQUIV; PACK OF 1,PACK WEIGHT 0.22 KG;"
104384,"DIE,CRIMPING TOOL","STEEL;HEX;20 MM AF;TO SUIT 185 SQ MM COPPER COMPRESSION LUGS;U/W UTILUX COMPRESSION TOOL NO.38A OR EQUIV; PACK OF 1,PACK WEIGHT 0.22 KG;"
477283,"SPLICE,CONDUCTOR","SPLICES,HELICAL,FULL TENSION;ALUMINIUM; 7/3.75 MM AAC (MARS) OR 6/1/3.75 MM (BANANA);REPAIR SPLICE ONLY;BOX OF 15; ITEM DISCONTINUED REFER SC08797 &"
477283,"SPLICE,CONDUCTOR","SPLICES,HELICAL,FULL TENSION;ALUMINIUM; 7/3.75 MM AAC (MARS) OR 6/1/3.75 MM (BANANA);REPAIR SPLICE ONLY;BOX OF 15; ITEM DISCONTINUED REFER SC08797 &"
1860216,"PAPER,TOILET",ROLL FORM;2 PLY;CARTON OF 48 ROLLS; PACK WEIGHT12.9 KG;  
447021,"TERMINAL,LUG","Compression, Bi-Metal, Cu Palm, 25mm2, M10 Bolt Hole, Hex Die A/F 14.0mm, ABC (P10) (scm) "
447021,"TERMINAL,LUG","Compression, Bi-Metal, Cu Palm, 25mm2, M10 Bolt Hole, Hex Die A/F 14.0mm, ABC (P10) (scm) "
2422376,"TOOL,APPLICATION",STEEL;QUICK RELEASE TOOL RED;DEVICE USED TO INSTALL AVIATION MARKER FLAGS;FOR MARKERS REFER SC21702 (ORANGE) MARKER & SC21703 (WHITE) MARKER;FOR REMOVAL
2422376,"TOOL,APPLICATION",STEEL;QUICK RELEASE TOOL RED;DEVICE USED TO INSTALL AVIATION MARKER FLAGS;FOR MARKERS REFER SC21702 (ORANGE) MARKER & SC21703 (WHITE) MARKER;FOR REMOVAL
2443539,"GUARD,FIXTURE",SUBURBAN WIRE GUARD; WIRE GUARD TO FIT LUMINARES SC21520; SC21521; SC21540 AS PER STREET LIGHT; MANUAL V1 F3 PAGE 5-1;
880009,CAPACITOR UNIT.,"5.2 KV;200 KVAR;SINGLE PHASE;24.2 UF; 38.5 AMP CONT @ 50 HZ;50 HZ;NON-PCB IMPREGNANT;POLYPROPYLENE FILM DIELECTRIC ;1 BUSHING PER UNIT CHF101,DWG 1527-A4;"
880009,CAPACITOR UNIT.,"5.2 KV;200 KVAR;SINGLE PHASE;24.2 UF; 38.5 AMP CONT @ 50 HZ;50 HZ;NON-PCB IMPREGNANT;POLYPROPYLENE FILM DIELECTRIC ;1 BUSHING PER UNIT CHF101,DWG 1527-A4;"
2458214,"ADAPTOR,UNIVERSAL","Double Threaded Brass Stud, 63mm Lg, M16 to M12 c/w 2 x M12 S/Steel Hex Nut, 1 x M12 S/Steel Belleville Washer (scm) "
2458214,"ADAPTOR,UNIVERSAL","Double Threaded Brass Stud, 63mm Lg, M16 to M12 c/w 2 x M12 S/Steel Hex Nut, 1 x M12 S/Steel Belleville Washer (scm) "
104435,NAIL,"FLAT HD,RINGED/SMOOTH SHANK;STEEL;GALV; 33MM LG;3.15 MM DIA; SUITABLE FOR HARWOOD USE; 1 KG PER BOX;"
184896,"INSULATION SLEEVING,ELECTRICAL",HEATSHRINK;11 KV;FOR CABLE TRIFURCATION MWTM SLEEVING FOR 11 KV TERMINATION; SUITS TYCO KIT 196A-IXSU-FEX196A;PACK CONTAINING 150MM STRIPS OF HS SLEEVING;
2461705,"KNIFE,CRAFTSMAN'S","CABLE JOINTERS/LINESMANS;50 MM LG BLADE, 180 MM LG OVERALL;C/W INSULATED HANDLE & RETRACTABLE SCABBARD;REPLACEMENT BLADE REFER STOCK CODE 2461713;"
2461705,"KNIFE,CRAFTSMAN'S","CABLE JOINTERS/LINESMANS;50 MM LG BLADE, 180 MM LG OVERALL;C/W INSULATED HANDLE & RETRACTABLE SCABBARD;REPLACEMENT BLADE REFER STOCK CODE 2461713;"
2461705,"KNIFE,CRAFTSMAN'S","CABLE JOINTERS/LINESMANS;50 MM LG BLADE, 180 MM LG OVERALL;C/W INSULATED HANDLE & RETRACTABLE SCABBARD;REPLACEMENT BLADE REFER STOCK CODE 2461713;"
2461713,"BLADE,KNIFE","Replacement Blade, 50mm Lg, S/Steel, Cad Plated, suit Safety Flat Linemans Knife "
2461713,"BLADE,KNIFE","Replacement Blade, 50mm Lg, S/Steel, Cad Plated, suit Safety Flat Linemans Knife "
104516,"CUTTER,CABLE,HAND OPERATED","Cable, Ratchet, 254mm long, Capacity 32mm AL/Cu, 20mm ACSR  "
104516,"CUTTER,CABLE,HAND OPERATED","Cable, Ratchet, 254mm long, Capacity 32mm AL/Cu, 20mm ACSR  "
105465,"HOOK,PLASTIC",YELLOW DNOB PLASTIC HOOK;50 MM DIA; 110 MM LG CONICAL TOP WITH CLOSED LOOP; C/W REFLECTIVE 3 COLOUR SIGN WITH WORDING DANGER DO NOT OPERATE;
2406409,"SOLDER,TIN-ZINC ALLOY","70% TIN,30% ZINC;360 MM LG,15 MM W, 0.25 KG STICKS;STAMPED ENERGEX AL/F AS1834;ALUMINIUM FRICTION SOLDER; PACK OF 80,PACK WEIGHT 20 KG;"
1811177,"BRUSH,WIRE,SCRATCH","STAINLESS STEEL;12 MM EXPOSED LG; CYLINDRICAL,60 MM DIA;PLASTIC BODY, ORANGE;140 MM LG;FOR U/W COPPER BASED CONDUCTORS;(ITEM 2 OF SMS 152);PACK OF 5"
1811177,"BRUSH,WIRE,SCRATCH","STAINLESS STEEL;12 MM EXPOSED LG; CYLINDRICAL,60 MM DIA;PLASTIC BODY, ORANGE;140 MM LG;FOR U/W COPPER BASED CONDUCTORS;(ITEM 2 OF SMS 152);PACK OF 5"
1811177,"BRUSH,WIRE,SCRATCH","STAINLESS STEEL;12 MM EXPOSED LG; CYLINDRICAL,60 MM DIA;PLASTIC BODY, ORANGE;140 MM LG;FOR U/W COPPER BASED CONDUCTORS;(ITEM 2 OF SMS 152);PACK OF 5"
1811177,"BRUSH,WIRE,SCRATCH","STAINLESS STEEL;12 MM EXPOSED LG; CYLINDRICAL,60 MM DIA;PLASTIC BODY, ORANGE;140 MM LG;FOR U/W COPPER BASED CONDUCTORS;(ITEM 2 OF SMS 152);PACK OF 5"
24887,"CABLE,POWER,ELECTRICAL","0.6/1kV, 1C x 95mm2 (37/1.78) Cu, XLPE/PVC, Black Sheath, 100m Drum  "
24887,"CABLE,POWER,ELECTRICAL","0.6/1kV, 1C x 95mm2 (37/1.78) Cu, XLPE/PVC, Black Sheath, 100m Drum  "
24887,"CABLE,POWER,ELECTRICAL","0.6/1kV, 1C x 95mm2 (37/1.78) Cu, XLPE/PVC, Black Sheath, 100m Drum  "
24887,"CABLE,POWER,ELECTRICAL","0.6/1kV, 1C x 95mm2 (37/1.78) Cu, XLPE/PVC, Black Sheath, 100m Drum  "
14922,"CUTTER,CABLE,HAND OPERATED","Gear & Ratchet Type, for Cutting Single Core Double Insulated Cable, Bare Al & Cu Cable up to 300mm2, Max 32mm OD, replacement blade Y-K683T/3"
14922,"CUTTER,CABLE,HAND OPERATED","Gear & Ratchet Type, for Cutting Single Core Double Insulated Cable, Bare Al & Cu Cable up to 300mm2, Max 32mm OD, replacement blade Y-K683T/3"
14922,"CUTTER,CABLE,HAND OPERATED","Gear & Ratchet Type, for Cutting Single Core Double Insulated Cable, Bare Al & Cu Cable up to 300mm2, Max 32mm OD, replacement blade Y-K683T/3"
2470326,"TERMINAL,LUG","Bi-Metal Mech Shear bolt (mid-bolt removable) straight conn; Tin plated connector;Inside 13mm, 20.5 dia, For 95- 240 SQ MM XLPE Conductor; Suitable for"
2455541,"LEGGINGS,SNAKE GUARD","Snake Gaiters; Size S; Knee Length, Snake Bite Protection, Circumference @ Knee 43 cm, Length 38.5 cm; To Fit Leg Circumference 41 cm."
2455541,"LEGGINGS,SNAKE GUARD","Snake Gaiters; Size S; Knee Length, Snake Bite Protection, Circumference @ Knee 43 cm, Length 38.5 cm; To Fit Leg Circumference 41 cm."
105074,"DRIVER,EARTH ROD","Driving Attachment to suit Kango Hammer, 12mm Driver, suits 13mm Cu Clad  "
105074,"DRIVER,EARTH ROD","Driving Attachment to suit Kango Hammer, 12mm Driver, suits 13mm Cu Clad  "
ACT850   ,"ANTENNA, KIT","Active Stream; Panorama WS-DOL-7-27-SMA Low Profile LTE Antenna Kit C/W 2m cable, bracket & SMA connector; "
25433,CORN STARCH POWDER,Corn Starch Baby Powd;alt to Talc Powder;For Use With Insulating Gloves; Do Not Use On Broken Skin; 200 G Bottle.
25433,CORN STARCH POWDER,Corn Starch Baby Powd;alt to Talc Powder;For Use With Insulating Gloves; Do Not Use On Broken Skin; 200 G Bottle.
2443182,"LEGGINGS,SNAKE GUARD","Snake Gaiters; Size M; Knee Length, Snake Bite Protection, Circumference @ Knee 49 cm, Length 40 cm; To Fit Leg Circumference 47 cm."
2443182,"LEGGINGS,SNAKE GUARD","Snake Gaiters; Size M; Knee Length, Snake Bite Protection, Circumference @ Knee 49 cm, Length 40 cm; To Fit Leg Circumference 47 cm."
2443182,"LEGGINGS,SNAKE GUARD","Snake Gaiters; Size M; Knee Length, Snake Bite Protection, Circumference @ Knee 49 cm, Length 40 cm; To Fit Leg Circumference 47 cm."
2455558,"LEGGINGS,SNAKE GUARD","Snake Gaiters; Size L; Knee Length, Snake Bite Protection, Circumference @ Knee 55 cm, Length 40 cm; To Fit Leg Circumference 53 cm."
2455558,"LEGGINGS,SNAKE GUARD","Snake Gaiters; Size L; Knee Length, Snake Bite Protection, Circumference @ Knee 55 cm, Length 40 cm; To Fit Leg Circumference 53 cm."
2451037,"LEGGINGS,SNAKE GUARD","Snake Gaiters; Size XL; Knee Length, Snake Bite Protection, Circumference @ Knee 60 cm, Length 40 cm; To Fit Leg Circumference 58 cm."
2451037,"LEGGINGS,SNAKE GUARD","Snake Gaiters; Size XL; Knee Length, Snake Bite Protection, Circumference @ Knee 60 cm, Length 40 cm; To Fit Leg Circumference 58 cm."
2470748,"RELAY,PROTECTION","FW R508-V1, Distance, 110VDC Logic 6/8 I/O, 125/250VDC Pwr, 1A, 110VAC Input, 2U Horiz Rack, Std Protocols, Jumpers +5VDC, Special LED Config,"
2470755,"RELAY,PROTECTION","FW R508-V1, Distance, 110VDC Logic 6/8 I/O, 125/250VDC Pwr, 5A, 110VAC Input, 2U Horiz Rack, Std Protocols, Jumpers +5VDC, Special LED Config,"
2470763,"RELAY,PROTECTION","FW R508-V1, Distance, 110VDC Logic 6/8 I/O, 125/250VDC Pwr, 5A, 110VAC Input, 3U Vert Panel, Std Protocols, Jumpers +5VDC, Special LED Config,"
2470771,"RELAY,PROTECTION","FW R508-V1, Distance, 24VDC Logic 6/8 I/O, 24/48VDC Pwr, 5A, 110VAC Input, 2U Horiz Rack, Std Protocols, Jumpers +5VDC, Special LED Config,"
2470789,"RELAY,PROTECTION","FW R508-V1, Distance, 24VDC Logic 6/8 I/O, 24/48VDC Pwr, 1A, 110VAC Input, 2U Horiz Rack, Std Protocols, Jumpers +5VDC, Special LED Config,"
2470797,"RELAY,PROTECTION","FW R516-V1, O/C, 110VDC Logic 6/8 I/O, 48/125VDC Pwr, 5A, 110VAC Input, 2U Horiz Rack, Std Protocols "
2470805,"RELAY,PROTECTION","FW R516-V1, O/C, 24VDC Logic 6/8 I/O, 24/48VDC Pwr, 5A, 110VAC Input, 2U Horiz Rack, Std Protocols "
25434,"COIL,ELECTRICAL","Circuit Breaker Trip or Close Coil,suits both; Type 110 V DC; Suits Schneider GenieEVO MANUFACTURERS DATA:"
25435,"MOTOR,DIRECT CURRENT.","Motor Spring Charge, 110V DC suits Schneider Genie EVO  "
25436,"DETECTOR,SYSTEM VOLTAGE",Voltage Dector; Suits Schneider GenieEvo; 2000A 1250A VBES SUPPLY DATA: VOLTAGE:
25437,"HANDLE,SWITCH",Three position switch operating Suits Schneider Genie EVO  
25438,"TOOL, MULTIFUNCTION",Elbow Tool to suit schneider Dyscon; used on GenieEVO  
25442,SIGN,Warning; In Slab Earthing Do Not Remove Unless Testing;90mm x 50mm x 1.6mm; Yellow Aluminium Retro Reflective; Rounded Corners; 4x5mm holes
2470821,KARABINER,"Triple Action, Steel, 16kN Gate, ANSI Std  "
ACT950   ,"CARD,INFORMATION","AGL Successful Cards; POC 2018 Pack of 500, DL Size (99 x 210mm)  "
ACT1050  ,"CARD,INFORMATION","AGL Unsuccessful Cards  - POC 2018 Pack of 500, A6 Size  "
2470854,"ABSORBER,OVERVOLTAGE","Messko MTraB Overvoltage Protection Kit, upto 400V, Retrofit for Reinhausen Regen Breather "
2470870,CONTROL BOX,"NOJA Control Cubicle, RC10-OSM200, S/S c/w CC-01-ADA Control Cable Adaptor (scm) "
2470888,TEST SET,"Interface Test Set, for NOJA RC10ES-200   "
2470896,MODULE,"Switchgear Interface Module, RC10ES-OSM200, for NOJA RC10 Series  "
2470987,"GREASE,SPECIAL PURPOSE","Assy Lubricant EPPA-064-60, Paste, 60g Tube, for TE RSTI Elbows only (scm)  "
2470987,"GREASE,SPECIAL PURPOSE","Assy Lubricant EPPA-064-60, Paste, 60g Tube, for TE RSTI Elbows only (scm)  "
2470995,"SWITCH,ISOLATING","15.5kV, 3 Ph, 630A, 12.5kA, Switch in SF6 Tank c/w Control Cubicle, 9m Control Cable, ADVC3 Controller, IOEX2 & FTIM2 Modules, Schneider RL27 (scm)"
2471001,"SWITCH,ISOLATING","15.5kV, 3 Ph, 630A, 12.5kA, Switch in SF6 Tank c/w Control Cubicle, 9m Control Cable, ADVC3 Controller, Pole Mount Bracket, Aux Supply VT with VT CCT"
2470862,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size S, Nitrile, Black, for handling Oil  "
2470862,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size S, Nitrile, Black, for handling Oil  "
2470862,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size S, Nitrile, Black, for handling Oil  "
2470862,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size S, Nitrile, Black, for handling Oil  "
2470912,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size M, Nitrile, Black, for handling Oil  "
2470912,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size M, Nitrile, Black, for handling Oil  "
2470912,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size M, Nitrile, Black, for handling Oil  "
2470912,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size M, Nitrile, Black, for handling Oil  "
2470912,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size M, Nitrile, Black, for handling Oil  "
2470920,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size L, Nitrile, Black, for handling Oil  "
2470920,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size L, Nitrile, Black, for handling Oil  "
2470920,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size L, Nitrile, Black, for handling Oil  "
2470920,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size L, Nitrile, Black, for handling Oil  "
2470920,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size L, Nitrile, Black, for handling Oil  "
2470946,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size XXL, Nitrile, Black, for handling Oil  "
2470946,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size XXL, Nitrile, Black, for handling Oil  "
2470946,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size XXL, Nitrile, Black, for handling Oil  "
2470946,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size XXL, Nitrile, Black, for handling Oil  "
2470938,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size XL, Nitrile, Black, for handling Oil  "
2470938,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size XL, Nitrile, Black, for handling Oil  "
2470938,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size XL, Nitrile, Black, for handling Oil  "
2470938,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size XL, Nitrile, Black, for handling Oil  "
2470938,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size XL, Nitrile, Black, for handling Oil  "
2470953,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size XXXL, Nitrile, Black, for handling Oil  "
2470953,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size XXXL, Nitrile, Black, for handling Oil  "
2470953,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size XXXL, Nitrile, Black, for handling Oil  "
2470953,"GLOVES,DISPOSABLE","Megaman Industrial Glove, Size XXXL, Nitrile, Black, for handling Oil  "
2471019,SPLITTER UNIT,"Active Pulse Splitter, BMS Interface PCB Rev C, c/w 4 Standoffs, Metering Dynamics "
2471027,SPLITTER UNIT,"PCBA Passive Pulse Splitter, supplied in Enclosure, Metering Dynamics  "
2471035,"INSULATION SLEEVING,ELECTRICAL","Phase Segregation Device, Single, suit Standard Parallel Cable Rail for Jean Muller LV Switchgear "
2471043,"INSULATION SLEEVING,ELECTRICAL","Phase Segregation Device, Double, suit Paralleled Jean Muller LV Switchgear  "
2471050,GAUGE,"Conductor Diameter Measuring Gauge, AAC, AAAC & CU, Info includes Diameter, Name, Stranding & Colour Of Conductor, 13 mm Aluminium Plate."
2471068,GAUGE,"Conductor Diameter Measuring Gauge, ACSR, Info includes Diameter, Name, Stranding & Colour Of Conductor, 13 mm Aluminium Plate."
2471092,PARTS KIT,"Retrofit Kit, RL2 - MA & FA Motor Pack V3, for Schneider RL Series  "
2457257,GAUGE,"Conductor Diameter Measuring Gauge, 4 - 32mm OD, Non-conductive, Universal Sunrise Attachment, measurement reading in millimetres"
2471100,"MODEM,COMMUNICATIONS","4G CATM1 Modem, GPRS Sim c/w Energex Label, Telstra Sim Fitted & Tested, RJ45 to RJ45 Lead, for Distribution Network, Energex APN"
2471100,"MODEM,COMMUNICATIONS","4G CATM1 Modem, GPRS Sim c/w Energex Label, Telstra Sim Fitted & Tested, RJ45 to RJ45 Lead, for Distribution Network, Energex APN"
2471118,MODULE,"CAPE FlexVue ENG, for ADVC3 Controller, suit Schneider E27/38, N12/15 & N36/38, RL27 Reclosers, LBS & Sectionalisers "
ACT1250  ,"CARD,INFORMATION","Plus ES Leave Behind Cards Pack of 500, A5 Size (210 x 148mm)  "
ACT1150  ,"CARD,INFORMATION","Alinta Leave Behind Cards Pack of 100, A5 Size (210 x 148mm)  "
2471126,OUTREACH ARM,"Major Road, 6.0m Single, Galv Steel   "
2471134,MODIFICATION KIT,"Streetlight Terminal Panel UMS, Red PVC Cable 6mm2 x 250mm, Grn/Ylw PVC Cable 6mm2 x 80mm, Rail Mount Term Block, 35mm2 Max.Cable, 3-Way Cross Connector,"
2400088,SETSCREW,"M12 x 50mm, Hex, S/Steel Gde 316 c/w Hex Nut S/Steel Gde 304, Aust Std (P100)  "
2402957,SETSCREW,"M12 x 60mm, Hex, S/Steel Gde 316 c/w Hex Nut S/Steel Gde 304, Aust Std (P25)  "
